"","Site_ID","Year","Plant_genus","Plant_species","Plant.ID","Fruit.nº","Fruit.weight2","Seeds2","Seed.weight","Notes"
"304","LaCunya",2015,"Rosmarinus","officinalis","A1","b",0.00361,3,0.00102,NA
"305","LaCunya",2015,"Rosmarinus","officinalis","A2","b",0.00455,4,0.00207,NA
"306","LaCunya",2015,"Rosmarinus","officinalis","A2","c",0.00468,4,0.00244,NA
"307","LaCunya",2015,"Rosmarinus","officinalis","A3","a",0.00339,4,0.00177,NA
"308","LaCunya",2015,"Rosmarinus","officinalis","A3","b",0.00429,4,0.00219,NA
"309","LaCunya",2015,"Rosmarinus","officinalis","B1","a",0.00369,3,0.00035,"1 aborto"
"310","LaCunya",2015,"Rosmarinus","officinalis","B1","a",0.00369,3,0.00127,NA
"311","LaCunya",2015,"Rosmarinus","officinalis","B1","b",0.0019,2,0.00029,"1 aborto"
"312","LaCunya",2015,"Rosmarinus","officinalis","B1","b",0.0019,2,0.00017,NA
"313","LaCunya",2015,"Rosmarinus","officinalis","B2","a",0.00205,1,0.00056,"3 abortos"
"314","LaCunya",2015,"Rosmarinus","officinalis","B2","b",0.00261,3,0.00065,"1 aborto"
"315","LaCunya",2015,"Rosmarinus","officinalis","B2","b",0.00261,3,0.00128,NA
"316","LaCunya",2015,"Rosmarinus","officinalis","B3","a",0.00378,3,0.0011,"1 aborto"
"317","LaCunya",2015,"Rosmarinus","officinalis","B3","a",0.00378,3,9e-04,NA
"318","LaCunya",2015,"Rosmarinus","officinalis","B3","b",0.00307,3,0.00107,NA
"319","LaCunya",2015,"Cistus","salvifolius","A1","a",0.04065,0,0,"Predado"
"320","LaCunya",2015,"Cistus","salvifolius","A1","b",0.05369,0,0,"Predado"
"321","LaCunya",2015,"Cistus","salvifolius","A2","a",0.03065,0,0,"Predado"
"322","LaCunya",2015,"Cistus","salvifolius","A3","a",0.03829,13,0.0172,NA
"323","LaCunya",2015,"Cistus","salvifolius","B1","a",0.08119,47,0.03985,NA
"324","LaCunya",2015,"Cistus","salvifolius","B2","a",0.08439,0,0,"Predado"
"325","LaCunya",2015,"Cistus","salvifolius","B2","b",0.08817,22,0.0307,NA
"326","LaCunya",2015,"Cistus","salvifolius","B2","c",0.05675,19,0.02188,NA
"327","LaCunya",2015,"Lavandula","pedunculata","A1","a",0.00306,1,0.00093,NA
"328","LaCunya",2015,"Lavandula","pedunculata","A1","b",0.00305,1,0.00074,NA
"329","LaCunya",2015,"Lavandula","pedunculata","A2","a",0.00445,3,0.00213,NA
"330","LaCunya",2015,"Lavandula","pedunculata","A2","b",0.00483,4,0.00295,NA
"331","LaCunya",2015,"Lavandula","pedunculata","A2","c",0.00509,4,0.00262,NA
"332","LaCunya",2015,"Lavandula","pedunculata","A3","a",0.00338,2,0.00106,NA
"333","LaCunya",2015,"Lavandula","pedunculata","B1","a",0.0042,4,0.00253,NA
"334","LaCunya",2015,"Lavandula","pedunculata","B1","b",0.00422,3,0.0017,NA
"335","LaCunya",2015,"Lavandula","pedunculata","B2","a",0.00359,3,0.00163,NA
"336","LaCunya",2015,"Lavandula","pedunculata","B2","b",0.00329,3,0.00159,NA
"337","LaCunya",2015,"Lavandula","pedunculata","B2","c",0.00395,4,0.00159,NA
"338","ConventodelaLuz",2015,"Rosmarinus","officinalis","A1","a",0.0018,2,0.00041,"2 abortos"
"339","ConventodelaLuz",2015,"Rosmarinus","officinalis","A1","a",0.0018,2,0.00062,NA
"340","ConventodelaLuz",2015,"Rosmarinus","officinalis","A1","b",0.00232,1,0.00137,"3 abortos"
"341","ConventodelaLuz",2015,"Rosmarinus","officinalis","B1","a",0.00306,2,0.00065,"1 aborto"
"342","ConventodelaLuz",2015,"Rosmarinus","officinalis","B1","a",0.00306,2,0.00069,NA
"343","ConventodelaLuz",2015,"Rosmarinus","officinalis","B1","b",0.00246,3,0.00065,"1 aborto"
"344","ConventodelaLuz",2015,"Rosmarinus","officinalis","B1","b",0.00246,3,3e-04,NA
"345","ConventodelaLuz",2015,"Rosmarinus","officinalis","B1","c",0.00122,1,0.00052,"3 abortos"
"346","ConventodelaLuz",2015,"Rosmarinus","officinalis","B2","a",0.00161,1,0.00033,"3 abortos"
"347","ConventodelaLuz",2015,"Rosmarinus","officinalis","B2","b",0.00299,3,0.00055,"1 aborto"
"348","ConventodelaLuz",2015,"Rosmarinus","officinalis","B2","b",0.00299,3,0.00101,NA
"349","ConventodelaLuz",2015,"Rosmarinus","officinalis","B3","a",0.00315,2,0.00075,"2 abortos"
"350","ConventodelaLuz",2015,"Rosmarinus","officinalis","B3","a",0.00315,2,0.00071,NA
"351","ConventodelaLuz",2015,"Rosmarinus","officinalis","C1","a",0.00247,3,0.00045,"1 aborto"
"352","ConventodelaLuz",2015,"Rosmarinus","officinalis","C1","a",0.00247,3,0.00093,NA
"353","ConventodelaLuz",2015,"Rosmarinus","officinalis","C1","b",0.00238,3,0.00027,"1 aborto"
"354","ConventodelaLuz",2015,"Rosmarinus","officinalis","C1","b",0.00238,3,0.00058,NA
"355","ConventodelaLuz",2015,"Rosmarinus","officinalis","C2","a",0.00143,2,5e-04,"1 aborto"
"356","ConventodelaLuz",2015,"Rosmarinus","officinalis","C2","a",0.00143,2,0.00048,NA
"357","ConventodelaLuz",2015,"Rosmarinus","officinalis","C2","b",0.00215,3,0.00036,"1 aborto"
"358","ConventodelaLuz",2015,"Rosmarinus","officinalis","C2","b",0.00215,3,0.00085,NA
"359","ConventodelaLuz",2015,"Rosmarinus","officinalis","C3","a",0.0023,3,0.00036,"1 aborto"
"360","ConventodelaLuz",2015,"Rosmarinus","officinalis","C3","a",0.0023,3,0.00086,NA
"361","ConventodelaLuz",2015,"Cistus","salvifolius","B1","a",0.07899,56,0.03813,NA
"362","ConventodelaLuz",2015,"Cistus","salvifolius","B1","b",0.05833,36,0.02715,NA
"363","ConventodelaLuz",2015,"Cistus","salvifolius","B2","a",0.07123,36,0.04082,NA
"364","ConventodelaLuz",2015,"Cistus","salvifolius","B2","b",0.09798,48,0.0559,NA
"365","ConventodelaLuz",2015,"Cistus","salvifolius","B3","a",0.07517,26,0.03489,NA
"366","ConventodelaLuz",2015,"Cistus","ladanifer","A1","a",0.43719,629,0.14615,NA
"367","ConventodelaLuz",2015,"Cistus","ladanifer","A2","a",0.437,510,0.14187,NA
"368","ConventodelaLuz",2015,"Cistus","ladanifer","B1","a",0.19948,107,0.03072,NA
"369","ConventodelaLuz",2015,"Cistus","ladanifer","C2","a",0.483,220,0.07946,NA
"370","ConventodelaLuz",2015,"Halimium","halimifolium","A1","a",0.05281,31,0.01658,NA
"371","ConventodelaLuz",2015,"Halimium","halimifolium","A1","b",0.05272,25,0.01383,NA
"372","ConventodelaLuz",2015,"Halimium","halimifolium","A2","a",0.02977,4,0.00165,NA
"373","ConventodelaLuz",2015,"Halimium","halimifolium","A2","b",0.05611,19,0.00792,NA
"374","ConventodelaLuz",2015,"Halimium","halimifolium","A3","a",0.04556,23,0.01201,NA
"375","ConventodelaLuz",2015,"Halimium","halimifolium","A3","b",0.04931,34,0.0168,NA
"376","ConventodelaLuz",2015,"Teucrium","fruticans","B1","a",0.01217,2,0.00576,NA
"377","ConventodelaLuz",2015,"Teucrium","fruticans","B1","b",0.01839,4,0.01256,NA
"378","ConventodelaLuz",2015,"Teucrium","fruticans","B2","a",0.01279,2,0.00345,"2 abortos"
"379","ConventodelaLuz",2015,"Teucrium","fruticans","B2","a",0.01279,2,0.00361,NA
"380","ConventodelaLuz",2015,"Teucrium","fruticans","B2","b",0.01212,2,0.00646,NA
"381","ConventodelaLuz",2015,"Teucrium","fruticans","B3","a",0.01289,3,0.00375,"1 aborto"
"382","ConventodelaLuz",2015,"Teucrium","fruticans","B3","a",0.01289,3,0.00344,NA
"383","ConventodelaLuz",2015,"Teucrium","fruticans","B3","b",0.00921,1,0.00132,"3 abortos"
"384","ConventodelaLuz",2015,"Teucrium","fruticans","C1","a",0.01327,2,0.00857,NA
"385","ConventodelaLuz",2015,"Teucrium","fruticans","C1","b",0.01467,2,0.00372,"2 abortos"
"386","ConventodelaLuz",2015,"Teucrium","fruticans","C1","b",0.01467,2,0.00403,NA
"387","ConventodelaLuz",2015,"Teucrium","fruticans","C2","a",0.01554,4,0.01148,NA
"388","ConventodelaLuz",2015,"Teucrium","fruticans","C2","b",0.01455,3,0.00256,"1 aborto"
"389","ConventodelaLuz",2015,"Teucrium","fruticans","C2","b",0.01455,3,0.00439,NA
"390","ConventodelaLuz",2015,"Teucrium","fruticans","C2","c",0.01175,3,0.00211,"1 aborto"
"391","ConventodelaLuz",2015,"Teucrium","fruticans","C2","c",0.01175,3,0.00326,NA
"392","ConventodelaLuz",2015,"Lavandula","stoechas","A1","a",0.00198,4,0.00089,NA
"393","ConventodelaLuz",2015,"Lavandula","stoechas","A1","b",0.00325,2,0.00056,"2 abortos"
"394","ConventodelaLuz",2015,"Lavandula","stoechas","A1","b",0.00325,2,0.00051,NA
"395","ConventodelaLuz",2015,"Lavandula","stoechas","A1","c",0.00337,4,0.00151,NA
"396","ConventodelaLuz",2015,"Lavandula","stoechas","A2","a",0.00459,4,0.00233,NA
"397","ConventodelaLuz",2015,"Lavandula","stoechas","A2","b",0.00308,2,0.00057,"2 abortos"
"398","ConventodelaLuz",2015,"Lavandula","stoechas","A2","b",0.00308,2,0.00052,NA
"399","ConventodelaLuz",2015,"Lavandula","stoechas","A2","c",0.00173,0,0,"Predado"
"400","ConventodelaLuz",2015,"Lavandula","stoechas","A3","a",0.00329,3,0.00061,"1 aborto"
"401","ConventodelaLuz",2015,"Lavandula","stoechas","A3","a",0.00329,3,0.00105,NA
"402","ConventodelaLuz",2015,"Lavandula","stoechas","A3","b",0.00259,1,0.00066,NA
"403","ConventodelaLuz",2015,"Lavandula","stoechas","A3","c",0.00301,2,0.00057,"2 abortos"
"404","ConventodelaLuz",2015,"Lavandula","stoechas","A3","c",0.00301,2,0.00063,NA
"405","Urbanizaciones",2015,"Rosmarinus","officinalis","A1","a",0.0052,2,0.00154,"2 abortos"
"406","Urbanizaciones",2015,"Rosmarinus","officinalis","A1","a",0.0052,2,0.00166,NA
"407","Urbanizaciones",2015,"Rosmarinus","officinalis","A1","b",0.00256,2,0.00122,"2 abortos"
"408","Urbanizaciones",2015,"Rosmarinus","officinalis","A1","b",0.00256,2,0.00127,NA
"409","Urbanizaciones",2015,"Rosmarinus","officinalis","A2","a",0.00275,3,0.00088,"1 aborto"
"410","Urbanizaciones",2015,"Rosmarinus","officinalis","A2","a",0.00275,3,0.00139,NA
"411","Urbanizaciones",2015,"Rosmarinus","officinalis","A3","a",0.0013,1,0.00031,"3 abortos"
"412","Urbanizaciones",2015,"Rosmarinus","officinalis","B1","a",0.00511,2,0.00035,"2 abortos"
"413","Urbanizaciones",2015,"Rosmarinus","officinalis","B1","a",0.00511,2,0.00055,NA
"414","Urbanizaciones",2015,"Rosmarinus","officinalis","B1","b",0.00327,2,9e-04,"2 abortos"
"415","Urbanizaciones",2015,"Rosmarinus","officinalis","B1","b",0.00327,2,0.00085,NA
"416","Urbanizaciones",2015,"Rosmarinus","officinalis","B2","a",0.00255,3,0.00031,"1 aborto"
"417","Urbanizaciones",2015,"Rosmarinus","officinalis","B2","a",0.00255,3,0.00053,NA
"418","Urbanizaciones",2015,"Rosmarinus","officinalis","B2","b",0.00367,3,0.00072,"1 aborto"
"419","Urbanizaciones",2015,"Rosmarinus","officinalis","B2","b",0.00367,3,0.0013,NA
"420","Urbanizaciones",2015,"Rosmarinus","officinalis","B3","a",0.00305,3,0.00061,"1 aborto"
"421","Urbanizaciones",2015,"Rosmarinus","officinalis","B3","a",0.00305,3,0.00089,NA
"422","Urbanizaciones",2015,"Rosmarinus","officinalis","B3","b",0.00253,1,0.00101,"3 abortos"
"423","Urbanizaciones",2015,"Rosmarinus","officinalis","C1","a",0.00282,2,0.00032,"2 abortos"
"424","Urbanizaciones",2015,"Rosmarinus","officinalis","C1","a",0.00282,2,0.00043,NA
"425","Urbanizaciones",2015,"Rosmarinus","officinalis","C1","b",0.00177,3,0.00027,"1 aborto"
"426","Urbanizaciones",2015,"Rosmarinus","officinalis","C1","b",0.00177,3,0.00072,NA
"427","Urbanizaciones",2015,"Halimium","commutatum","A1","a",0.02262,3,0.01048,NA
"428","Urbanizaciones",2015,"Halimium","commutatum","A2","a",0.01757,3,0.00419,NA
"429","Urbanizaciones",2015,"Halimium","commutatum","A2","b",0.01957,3,0.0043,NA
"430","Urbanizaciones",2015,"Halimium","commutatum","A2","c",0.01793,4,0.00399,NA
"431","Urbanizaciones",2015,"Halimium","commutatum","A2","d",0.0196,3,0.00471,NA
"432","Urbanizaciones",2015,"Halimium","commutatum","A2","e",0.02048,1,0.00559,"1 aborto"
"433","Urbanizaciones",2015,"Halimium","commutatum","A3","a",0.02332,3,0.00729,NA
"434","Urbanizaciones",2015,"Halimium","commutatum","C3","a",0.0143,0,0,"Predado"
"435","Urbanizaciones",2015,"Cistus","salvifolius","A1","a",0.10499,0,0,"Predado"
"436","Urbanizaciones",2015,"Cistus","salvifolius","A2","a",0.0894,76,0.05105,NA
"437","Urbanizaciones",2015,"Cistus","salvifolius","A2","b",0.11415,61,0.06039,NA
"438","Urbanizaciones",2015,"Cistus","salvifolius","A3","a",0.10876,57,0.06048,NA
"439","Urbanizaciones",2015,"Cistus","salvifolius","B1","a",0.07814,34,0.0422,NA
"440","Urbanizaciones",2015,"Cistus","salvifolius","B1","b",0.11372,53,0.06593,NA
"441","Urbanizaciones",2015,"Cistus","salvifolius","B2","a",0.09286,41,0.0526,NA
"442","Urbanizaciones",2015,"Cistus","salvifolius","B2","b",0.09399,42,0.0513,NA
"443","Urbanizaciones",2015,"Cistus","salvifolius","B3","a",0.10351,66,0.07641,NA
"444","Urbanizaciones",2015,"Cistus","salvifolius","B3","b",0.09405,40,0.0499,NA
"445","Urbanizaciones",2015,"Lavandula","stoechas","A1","a",0.00303,2,0.00053,"1 aborto"
"446","Urbanizaciones",2015,"Lavandula","stoechas","A1","a",0.00303,2,0.00049,NA
"447","Urbanizaciones",2015,"Lavandula","stoechas","A1","c",0.00372,2,0.00056,"1 aborto"
"448","Urbanizaciones",2015,"Lavandula","stoechas","A1","c",0.00372,2,0.00058,NA
"449","Urbanizaciones",2015,"Lavandula","stoechas","A2","a",0.00156,1,0.00013,"3 abortos"
"450","Urbanizaciones",2015,"Lavandula","stoechas","A3","a",0.00355,2,5e-04,"1 aborto"
"451","Urbanizaciones",2015,"Lavandula","stoechas","A3","a",0.00355,2,0.00055,NA
"452","Urbanizaciones",2015,"Lavandula","stoechas","A3","b",0.00225,1,0.00051,"2 abortos"
"453","Urbanizaciones",2015,"Lavandula","stoechas","B1","a",0.00423,3,0.00068,"1 aborto"
"454","Urbanizaciones",2015,"Lavandula","stoechas","B1","a",0.00423,3,0.00138,NA
"455","Urbanizaciones",2015,"Lavandula","stoechas","B1","b",0.0042,3,0.00058,"1 aborto"
"456","Urbanizaciones",2015,"Lavandula","stoechas","B1","b",0.0042,3,0.00113,NA
"457","Urbanizaciones",2015,"Lavandula","stoechas","B2","a",0.00252,1,0.00074,"3 abortos"
"458","Urbanizaciones",2015,"Lavandula","stoechas","B2","b",0.00343,1,0.00067,"3 abortos"
"459","Urbanizaciones",2015,"Lavandula","stoechas","B3","a",0.00391,2,0.00074,"1 aborto"
"460","Urbanizaciones",2015,"Lavandula","stoechas","B3","a",0.00391,2,0.00066,NA
"461","Urbanizaciones",2015,"Lavandula","pedunculata","A1","a",0.00345,1,0.00047,"3 abortos"
"462","Urbanizaciones",2015,"Lavandula","pedunculata","A1","b",0.00258,0,0,"Predado"
"463","Urbanizaciones",2015,"Lavandula","pedunculata","A1","c",0.00344,2,0.00027,"2 abortos"
"464","Urbanizaciones",2015,"Lavandula","pedunculata","A1","c",0.00344,2,0.00022,NA
"465","Urbanizaciones",2015,"Lavandula","pedunculata","A2","a",0.00406,0,0,"Predado"
"466","Urbanizaciones",2015,"Lavandula","pedunculata","A2","b",0.00429,3,5e-04,"1 aborto"
"467","Urbanizaciones",2015,"Lavandula","pedunculata","A2","b",0.00429,3,0.00118,NA
"468","Urbanizaciones",2015,"Lavandula","pedunculata","A3","a",0.00624,4,0.00244,NA
"469","Elpozo",2015,"Rosmarinus","officinalis","A1","a",0.0029,2,0.00015,"2 abortos"
"470","Elpozo",2015,"Rosmarinus","officinalis","A1","a",0.0029,2,9e-04,NA
"471","Elpozo",2015,"Rosmarinus","officinalis","A1","b",0.000511,4,0.00232,NA
"472","Elpozo",2015,"Rosmarinus","officinalis","A1","c",0.00621,3,0.00179,"1 aborto"
"473","Elpozo",2015,"Rosmarinus","officinalis","A1","c",0.00621,3,0.00249,NA
"474","Elpozo",2015,"Rosmarinus","officinalis","A1","d",0.00603,4,0.00447,NA
"475","Elpozo",2015,"Rosmarinus","officinalis","A2","a",0.00377,3,0.00073,"1 aborto"
"476","Elpozo",2015,"Rosmarinus","officinalis","A2","a",0.00377,3,0.00168,NA
"477","Elpozo",2015,"Rosmarinus","officinalis","A2","b",0.00376,4,0.00179,NA
"478","Elpozo",2015,"Rosmarinus","officinalis","A2","c",0.00342,4,0.00194,NA
"479","Elpozo",2015,"Rosmarinus","officinalis","A2","d",0.00286,3,0.00052,"1 aborto"
"480","Elpozo",2015,"Rosmarinus","officinalis","A2","d",0.00286,3,0.00093,NA
"481","Elpozo",2015,"Rosmarinus","officinalis","A3","a",0.00344,3,0.00065,"1 aborto"
"482","Elpozo",2015,"Rosmarinus","officinalis","A3","a",0.00344,3,0.00105,NA
"483","Elpozo",2015,"Rosmarinus","officinalis","A3","b",0.00205,2,0.00061,"2 abortos"
"484","Elpozo",2015,"Rosmarinus","officinalis","A3","b",0.00205,2,5e-04,NA
"485","Elpozo",2015,"Rosmarinus","officinalis","A3","c",0.00347,3,0.00072,"1 aborto"
"486","Elpozo",2015,"Rosmarinus","officinalis","A3","c",0.00347,3,0.00087,NA
"487","Elpozo",2015,"Rosmarinus","officinalis","A3","d",0.00311,3,0.00048,"1 aborto"
"488","Elpozo",2015,"Rosmarinus","officinalis","A3","d",0.00311,3,0.00095,NA
"489","Elpozo",2015,"Rosmarinus","officinalis","B1","a",0.00211,3,0.00023,"1 aborto"
"490","Elpozo",2015,"Rosmarinus","officinalis","B1","a",0.00211,3,0.00042,NA
"491","Elpozo",2015,"Rosmarinus","officinalis","B1","b",0.00263,4,0.00112,NA
"492","Elpozo",2015,"Rosmarinus","officinalis","B1","c",0.00347,3,0.00043,"1 aborto"
"493","Elpozo",2015,"Rosmarinus","officinalis","B1","c",0.00347,3,0.00087,NA
"494","Elpozo",2015,"Rosmarinus","officinalis","B1","d",0.00271,3,0.00032,"1 aborto"
"495","Elpozo",2015,"Rosmarinus","officinalis","B1","d",0.00271,3,0.00057,NA
"496","Elpozo",2015,"Rosmarinus","officinalis","B2","a",0.00426,3,0.00062,"1 aborto"
"497","Elpozo",2015,"Rosmarinus","officinalis","B2","a",0.00426,3,0.00108,NA
"498","Elpozo",2015,"Rosmarinus","officinalis","B2","b",0.00253,3,0.00037,"1 aborto"
"499","Elpozo",2015,"Rosmarinus","officinalis","B2","b",0.00253,3,0.00064,NA
"500","Elpozo",2015,"Rosmarinus","officinalis","B2","c",0.00236,4,0.00107,NA
"501","Elpozo",2015,"Rosmarinus","officinalis","B3","a",0.00311,4,0.00154,NA
"502","Elpozo",2015,"Rosmarinus","officinalis","B3","b",0.00252,3,3e-04,"1 aborto"
"503","Elpozo",2015,"Rosmarinus","officinalis","B3","b",0.00252,3,0.00069,NA
"504","Elpozo",2015,"Rosmarinus","officinalis","B3","c",0.0036,4,0.0018,NA
"505","Elpozo",2015,"Spartium","junceum","A1","a",0.08271,3,0.01202,NA
"506","Elpozo",2015,"Spartium","junceum","A1","b",0.10337,3,0.01983,NA
"507","Elpozo",2015,"Spartium","junceum","A2","a",0.1447,3,0.00237,"1 aborto"
"508","Elpozo",2015,"Spartium","junceum","A2","a",0.1447,3,0.00535,NA
"509","Elpozo",2015,"Spartium","junceum","A2","b",0.1664,3,0.0023,"2 abortos"
"510","Elpozo",2015,"Spartium","junceum","A2","b",0.1664,3,0.00555,NA
"511","Elpozo",2015,"Spartium","junceum","A3","a",0.1211,2,0.00484,"1 aborto"
"512","Elpozo",2015,"Spartium","junceum","A3","a",0.1211,2,0.00459,NA
"513","Elpozo",2015,"Spartium","junceum","B1","a",0.15896,4,0.01398,NA
"514","Elpozo",2015,"Spartium","junceum","B2","a",0.11502,2,0.00633,"3 abortos"
"515","Elpozo",2015,"Spartium","junceum","B2","a",0.11502,2,0.00545,NA
"516","Elpozo",2015,"Spartium","junceum","B2","b",0.19051,5,0.021,NA
"517","Elpozo",2015,"Spartium","junceum","B3","a",0.09862,6,0.00227,"5 abortos"
"518","CotitodeSantaTeresa",2015,"Astragalus","lusitanicus","A1","a",0.25902,3,0.0039,"1 aborto"
"519","CotitodeSantaTeresa",2015,"Astragalus","lusitanicus","A1","a",0.25902,3,0.00753,NA
"520","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","a",0.00238,3,3e-04,"1 aborto"
"521","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","a",0.00238,3,0.00061,NA
"522","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","b",0.00215,2,0.00067,"2 abortos"
"523","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","b",0.00215,2,0.00059,NA
"524","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","c",0.00168,1,0.00044,"3 abortos"
"525","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","a",0.00206,2,0.00047,"2 abortos"
"526","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","a",0.00206,2,0.00053,NA
"527","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","b",0.00148,2,0.00025,"2 abortos"
"528","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","b",0.00148,2,0.00021,NA
"529","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","a",0.00366,2,0.00072,"2 abortos"
"530","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","a",0.00366,2,0.00069,NA
"531","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","b",0.00194,1,0.00048,"3 abortos"
"532","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","a",0.00207,0,0,"Predado"
"533","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","b",0.0023,0,0,"Predado"
"534","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","c",0.00219,2,3e-04,"1 aborto"
"535","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","c",0.00219,2,0.00035,NA
"536","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A1","a",0.10811,56,0.05789,NA
"537","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A1","b",0.08007,39,0.04057,NA
"538","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A2","a",0.06343,28,0.01888,NA
"539","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A2","b",0.05467,13,0.00899,NA
"540","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A3","a",0.0959,46,0.03728,NA
"541","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A3","b",0.08175,51,0.0371,NA
"542","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B1","a",0.09982,31,0.04408,NA
"543","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B1","b",0.10173,48,0.05244,NA
"544","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B2","a",0.08438,34,0.03787,NA
"545","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B2","b",0.07961,32,0.03683,NA
"546","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B3","a",0.0872,46,0.04662,NA
"547","CotitodeSantaTeresa",2015,"Cistus","albidus","A1","a",0.15217,91,0.07489,NA
"548","CotitodeSantaTeresa",2015,"Cistus","albidus","A1","b",0.13351,89,0.07306,NA
"549","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","a",0.09047,48,0.04717,NA
"550","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","b",0.09882,0,0,"Predado"
"551","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","c",0.14952,111,0.08912,NA
"552","CotitodeSantaTeresa",2015,"Cistus","albidus","B1","a",0.14902,0,0,"Predado"
"553","CotitodeSantaTeresa",2015,"Cistus","albidus","B1","b",0.15561,106,0.0849,NA
"554","CotitodeSantaTeresa",2015,"Cistus","albidus","B2","a",0.14472,88,0.06886,NA
"555","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","a",0.00427,3,0.00092,"1 aborto"
"556","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","a",0.00427,3,0.002,NA
"557","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","b",0.00442,2,0.00097,"2 abortos"
"558","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","b",0.00442,2,0.00071,NA
"559","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","c",0.00272,1,0.00095,"3 abortos"
"560","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","a",0.00725,3,0.00108,"1 aborto"
"561","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","a",0.00725,3,0.00206,NA
"562","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","b",0.00459,2,0.00082,"2 abortos"
"563","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","b",0.00459,2,0.0091,NA
"564","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A3","a",0.00469,2,0.00088,"2 abortos"
"565","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A3","a",0.00469,2,0.00091,NA
"566","Lasmulas",2015,"Cistus","libanotis","A1","a",0.02311,16,0.01349,NA
"567","Lasmulas",2015,"Cistus","libanotis","A1","b",0.02398,0,0,"Predado"
"568","Lasmulas",2015,"Cistus","libanotis","A1","c",0.03741,15,0.01455,NA
"569","Lasmulas",2015,"Cistus","libanotis","A2","a",0.0218,12,0.00639,NA
"570","Lasmulas",2015,"Cistus","libanotis","A3","a",0.0162,10,0.00836,NA
"571","Lasmulas",2015,"Cistus","libanotis","B1","a",0.02716,16,0.01255,NA
"572","Lasmulas",2015,"Cistus","libanotis","B1","b",0.02681,10,0.00825,NA
"573","Lasmulas",2015,"Cistus","libanotis","B2","a",0.02432,9,0.00733,NA
"574","Lasmulas",2015,"Cistus","libanotis","B2","b",0.02511,11,0.00987,NA
"575","Lasmulas",2015,"Cistus","libanotis","B3","a",0.02791,20,0.0167,NA
"576","Lasmulas",2015,"Lavandula","stoechas","A1","a",0.00297,2,0.00028,NA
"577","Lasmulas",2015,"Lavandula","stoechas","A1","b",0.00548,3,0.00051,"1 aborto"
"578","Lasmulas",2015,"Lavandula","stoechas","A1","b",0.00548,3,0.00093,NA
"579","Lasmulas",2015,"Lavandula","stoechas","A1","c",0.0041,2,0.00079,"2 abortos"
"580","Lasmulas",2015,"Lavandula","stoechas","A1","c",0.0041,2,0.00075,NA
"581","Lasmulas",2015,"Lavandula","stoechas","A2","a",0.00474,4,0.00045,NA
"582","Lasmulas",2015,"Lavandula","stoechas","A2","b",0.0064,3,0.00061,"1 aborto"
"583","Lasmulas",2015,"Lavandula","stoechas","A2","b",0.0064,3,0.00113,NA
"584","Lasmulas",2015,"Lavandula","stoechas","A3","a",0.00522,2,0.00064,"2 abortos"
"585","Lasmulas",2015,"Lavandula","stoechas","A3","a",0.00522,2,0.00059,NA
"586","Lasmulas",2015,"Lavandula","stoechas","B1","a",0.00549,4,0.00133,NA
