"","Site_ID","Day","Month","Year","Round","Plot","Plant.genus","Plant.species","Flower.abundance"
"525","La cuña",7,4,2015,5,9,"Lavandula","pedunculata",1
"526","La cuña",7,4,2015,5,10,"Lavandula","pedunculata",26
"527","La cuña",7,4,2015,5,10,"Linaria","viscosa",4
"528","La cuña",7,4,2015,5,10,"Diplotaxis ","virgata",4
"529","Las mulas",10,4,2015,5,1,"Cistus ","salvifolius",2
"530","Las mulas",10,4,2015,5,1,"Echium","plantagineum",1
"531","Las mulas",10,4,2015,5,2,"Lavandula","stoechas",2
"532","Las mulas",10,4,2015,5,3,"Cistus ","salvifolius",5
"533","Las mulas",10,4,2015,5,5,"Cistus ","ladanifer",3
"534","Las mulas",10,4,2015,5,6,"Tuberaria","guttata",4
"535","Las mulas",10,4,2015,5,7,"Cistus ","ladanifer",5
"536","Las mulas",10,4,2015,5,7,"Tuberaria","guttata",10
"537","Las mulas",10,4,2015,5,8,"Cistus ","ladanifer",7
"538","Las mulas",10,4,2015,5,8,"Rosmarinus","officinalis",91
"539","Las mulas",10,4,2015,5,9,"Cistus ","salvifolius",16
"540","Las mulas",10,4,2015,5,10,"Rosmarinus","officinalis",19
"541","Villamanrique este",10,4,2015,4,1,"Ulex","australis",700
"542","Villamanrique este",10,4,2015,4,2,"Cistus ","salvifolius",4
"543","Villamanrique este",10,4,2015,4,5,"Cistus ","salvifolius",8
"544","Villamanrique este",10,4,2015,4,6,"Cistus ","salvifolius",7
"545","Villamanrique este",10,4,2015,4,7,"Cistus ","salvifolius",9
"546","Villamanrique este",10,4,2015,4,9,"Cistus ","ladanifer",2
"547","Villamanrique  sur",10,4,2015,5,1,"Cistus ","salvifolius",21
"548","Villamanrique  sur",10,4,2015,5,2,"Cistus ","salvifolius",4
"549","Villamanrique  sur",10,4,2015,5,3,"Cistus ","salvifolius",19
"550","Villamanrique  sur",10,4,2015,5,3,"Ulex","australis",490
"551","Villamanrique  sur",10,4,2015,5,4,"Cistus ","salvifolius",5
"552","Villamanrique  sur",10,4,2015,5,5,"Cistus ","salvifolius",20
"553","Villamanrique  sur",10,4,2015,5,6,"Cistus ","salvifolius",15
"554","Villamanrique  sur",10,4,2015,5,9,"Cistus ","salvifolius",36
"555","Villamanrique  sur",10,4,2015,5,10,"Cistus ","salvifolius",10
"556","Villamanrique  sur",10,4,2015,5,10,"Ulex","australis",371
"557","Aznalcazar",10,4,2015,5,1,"Echium","plantagineum",19
"558","Aznalcazar",10,4,2015,5,1,"Cistus ","salvifolius",2
"559","Aznalcazar",10,4,2015,5,1,"Linum ","bienne",1
"560","Aznalcazar",10,4,2015,5,2,"Cistus ","salvifolius",6
"561","Aznalcazar",10,4,2015,5,2,"Echium","plantagineum",37
"562","Aznalcazar",10,4,2015,5,2,"Tuberaria","guttata",2
"563","Aznalcazar",10,4,2015,5,3,"Echium","plantagineum",37
"564","Aznalcazar",10,4,2015,5,3,"Tuberaria","guttata",3
"565","Aznalcazar",10,4,2015,5,3,"Leontodon ","sp",6
"566","Aznalcazar",10,4,2015,5,4,"Cistus ","salvifolius",27
"567","Aznalcazar",10,4,2015,5,4,"Teucrium","fruticans",24
"568","Aznalcazar",10,4,2015,5,5,"Teucrium","fruticans",28
"569","Aznalcazar",10,4,2015,5,6,"Echium","plantagineum",20
"570","Aznalcazar",10,4,2015,5,6,"Teucrium","fruticans",19
"571","Aznalcazar",10,4,2015,5,7,"Cistus ","salvifolius",6
"572","Aznalcazar",10,4,2015,5,7,"Echium","plantagineum",16
"573","Aznalcazar",10,4,2015,5,8,"Cistus ","salvifolius",9
"574","Aznalcazar",10,4,2015,5,9,"Cistus ","salvifolius",4
"575","Aznalcazar",10,4,2015,5,9,"Echium","plantagineum",51
"576","Aznalcazar",10,4,2015,5,10,"Cistus ","salvifolius",6
"577","Urbanizaciones",13,4,2015,5,1,"Linaria","viscosa",2
"578","Urbanizaciones",13,4,2015,5,5,"Cistus ","salvifolius",1
"579","Urbanizaciones",13,4,2015,5,6,"Cistus ","salvifolius",1
"580","Urbanizaciones",13,4,2015,5,7,"Cistus ","salvifolius",16
"581","Urbanizaciones",13,4,2015,5,7,"Linaria","viscosa",1
"582","Urbanizaciones",13,4,2015,5,8,"Echium","plantagineum",40
"583","Urbanizaciones",13,4,2015,5,8,"Cistus ","salvifolius",5
"584","Urbanizaciones",13,4,2015,5,9,"Cistus ","salvifolius",8
"585","Urbanizaciones",13,4,2015,5,10,"Lavandula","stoechas",37
"586","Urbanizaciones",13,4,2015,5,10,"Halimium ","commutatum",3
"587","Convento de la Luz",13,4,2015,5,1,"Malcomia","lacera",15
"588","Convento de la Luz",13,4,2015,5,1,"Leontodon ","sp",3
"589","Convento de la Luz",13,4,2015,5,2,"Lavandula","pedunculata",1
"590","Convento de la Luz",13,4,2015,5,3,"Cistus ","salvifolius",7
"591","Convento de la Luz",13,4,2015,5,3,"Ulex","australis",1
"592","Convento de la Luz",13,4,2015,5,4,"Cistus ","ladanifer",2
"593","Convento de la Luz",13,4,2015,5,4,"Cistus ","salvifolius",9
"594","Convento de la Luz",13,4,2015,5,4,"Lavandula","stoechas",37
"595","Convento de la Luz",13,4,2015,5,5,"Cistus ","ladanifer",1
"596","Convento de la Luz",13,4,2015,5,6,"Lavandula","stoechas",49
"597","Convento de la Luz",13,4,2015,5,6,"Linaria","viscosa",3
"598","Convento de la Luz",13,4,2015,5,7,"Cistus ","salvifolius",2
"599","Convento de la Luz",13,4,2015,5,9,"Cistus ","salvifolius",1
"600","Convento de la Luz",13,4,2015,5,10,"Muscari ","comosum",1
"601","Convento de la Luz",13,4,2015,5,10,"Aristoloquia","baetica",2
"602","Convento de la Luz",13,4,2015,5,10,"Ranunculus","sp",1
"603","Pino del Cuervo",13,4,2015,5,1,"Lavandula","stoechas",19
"604","Pino del Cuervo",13,4,2015,5,2,"Linum ","bienne",1
"605","Pino del Cuervo",13,4,2015,5,2,"Tuberaria","guttata",6
"606","Pino del Cuervo",13,4,2015,5,3,"Tuberaria","guttata",1
"607","Pino del Cuervo",13,4,2015,5,3,"Lavandula","stoechas",4
"608","Pino del Cuervo",13,4,2015,5,4,"Tuberaria","guttata",3
"609","Pino del Cuervo",13,4,2015,5,5,"Lavandula","stoechas",57
"610","Pino del Cuervo",13,4,2015,5,6,"Lavandula","stoechas",3
"611","Pino del Cuervo",13,4,2015,5,7,"Cistus ","salvifolius",2
"612","Pino del Cuervo",13,4,2015,5,8,"Cistus ","salvifolius",2
"613","Pino del Cuervo",13,4,2015,5,8,"Halimium ","halimifolium",1
"614","Pino del Cuervo",13,4,2015,5,10,"Ranunculus","sp",2
"615","El pozo",13,4,2015,5,1,"Erica ","scoparia",3
"616","El pozo",13,4,2015,5,2,"Cistus ","salvifolius",15
"617","El pozo",13,4,2015,5,3,"Cistus ","salvifolius",8
"618","El pozo",13,4,2015,5,3,"Erica ","scoparia",1500
"619","El pozo",13,4,2015,5,4,"Cistus ","salvifolius",3
"620","El pozo",13,4,2015,5,5,"Cistus ","salvifolius",10
"621","El pozo",13,4,2015,5,5,"Ulex","australis",170
"622","El pozo",13,4,2015,5,6,"Cistus ","salvifolius",9
"623","El pozo",13,4,2015,5,7,"Cistus ","salvifolius",13
"624","El pozo",13,4,2015,5,8,"Rosmarinus","officinalis",11
"625","El pozo",13,4,2015,5,9,"Cistus ","salvifolius",2
"626","El pozo",13,4,2015,5,10,"Leontodon ","sp",2
"627","El pozo",13,4,2015,5,10,"Tuberaria","guttata",2
"628","Pinares de Hinojos",14,4,2015,5,1,"Leontodon ","sp",1
"629","Pinares de Hinojos",14,4,2015,5,1,"Leucojum ","autumnale",1
"630","Pinares de Hinojos",14,4,2015,5,2,"Cistus ","salvifolius",6
"631","Pinares de Hinojos",14,4,2015,5,3,"Cistus ","salvifolius",2
"632","Pinares de Hinojos",14,4,2015,5,4,"Cistus ","salvifolius",24
"633","Pinares de Hinojos",14,4,2015,5,6,"Leucojum ","autumnale",4
"634","Pinares de Hinojos",14,4,2015,5,6,"Leontodon ","sp",1
"635","Pinares de Hinojos",14,4,2015,5,7,"Diplotaxis ","virgata",1
"636","Pinares de Hinojos",14,4,2015,5,9,"Cistus ","salvifolius",14
"637","Pinares de Hinojos",14,4,2015,5,10,"Leontodon ","sp",1
"638","Cotito de Santa Teresa",14,4,2015,5,1,"Echium","plantagineum",6
"639","Cotito de Santa Teresa",14,4,2015,5,1,"Tuberaria","guttata",7
"640","Cotito de Santa Teresa",14,4,2015,5,1,"Leucojum ","autumnale",2
"641","Cotito de Santa Teresa",14,4,2015,5,2,"Linaria","viscosa",2
"642","Cotito de Santa Teresa",14,4,2015,5,3,"Lavandula","stoechas",14
"643","Cotito de Santa Teresa",14,4,2015,5,3,"Cistus ","salvifolius",2
"644","Cotito de Santa Teresa",14,4,2015,5,4,"Cistus ","salvifolius",7
"645","Cotito de Santa Teresa",14,4,2015,5,5,"Cistus ","salvifolius",11
"646","Cotito de Santa Teresa",14,4,2015,5,6,"Cistus ","salvifolius",14
"647","Cotito de Santa Teresa",14,4,2015,5,6,"Lavandula","stoechas",17
"648","Cotito de Santa Teresa",14,4,2015,5,8,"Cistus ","salvifolius",5
"649","Cotito de Santa Teresa",14,4,2015,5,9,"Lavandula","stoechas",17
"650","Cotito de Santa Teresa",14,4,2015,5,10,"Cistus ","salvifolius",74
"651","Cotito de Santa Teresa",14,4,2015,5,10,"Lavandula","stoechas",16
"652","El pinar",14,4,2015,4,8,"Lavandula","stoechas",120
"653","Esparragal",20,4,2015,6,1,"Malcomia","lacera",9
"654","Esparragal",20,4,2015,6,1,"Cistus ","libanotis",11
"655","Esparragal",20,4,2015,6,2,"Lavandula","pedunculata",945
"656","Esparragal",20,4,2015,6,4,"Cistus ","salvifolius",4
"657","Esparragal",20,4,2015,6,5,"Cistus ","libanotis",5
"658","Esparragal",20,4,2015,6,8,"Lavandula","pedunculata",55
"659","Esparragal",20,4,2015,6,9,"Lavandula","pedunculata",130
"660","Esparragal",20,4,2015,6,10,"Lavandula","pedunculata",600
"661","La cuña",20,4,2015,6,1,"Cistus ","salvifolius",4
"662","La cuña",20,4,2015,6,1,"Tuberaria","guttata",2
"663","La cuña",20,4,2015,6,2,"Tuberaria","guttata",4
"664","La cuña",20,4,2015,6,2,"Cistus ","salvifolius",1
"665","La cuña",20,4,2015,6,2,"Echium","plantagineum",2
"666","La cuña",20,4,2015,6,3,"Cistus ","salvifolius",15
"667","La cuña",20,4,2015,6,4,"Cistus ","salvifolius",2
"668","La cuña",20,4,2015,6,5,"Cistus ","salvifolius",12
"669","La cuña",20,4,2015,6,5,"Cerinthe ","gymnandra",42
"670","La cuña",20,4,2015,6,6,"Euphorbia","sp",12
"671","La cuña",20,4,2015,6,7,"Cistus ","salvifolius",16
"672","La cuña",20,4,2015,6,8,"Leucojum ","autumnale",2
"673","La cuña",20,4,2015,6,8,"Cistus ","salvifolius",6
"674","La cuña",20,4,2015,6,9,"Lavandula","pedunculata",440
"675","La cuña",20,4,2015,6,10,"Lavandula","pedunculata",600
"676","La Rocina",20,4,2015,6,1,"Malcomia","lacera",15
"677","La Rocina",20,4,2015,6,1,"Linaria","viscosa",4
"678","La Rocina",20,4,2015,6,1,"Rosmarinus","officinalis",20
"679","La Rocina",20,4,2015,6,2,"Spartium ","junceum",22
"680","La Rocina",20,4,2015,6,2,"Tuberaria","guttata",2
"681","La Rocina",20,4,2015,6,2,"Malcomia","lacera",12
"682","La Rocina",20,4,2015,6,3,"Lavandula","pedunculata",480
"683","La Rocina",20,4,2015,6,3,"Malcomia","lacera",39
"684","La Rocina",20,4,2015,6,4,"Lavandula","pedunculata",80
"685","La Rocina",20,4,2015,6,4,"Malcomia","lacera",62
"686","La Rocina",20,4,2015,6,4,"Halimium ","commutatum",3
"687","La Rocina",20,4,2015,6,5,"Lavandula","pedunculata",840
"688","La Rocina",20,4,2015,6,5,"Centaurium ","calcitrapa",76
"689","La Rocina",20,4,2015,6,5,"Malcomia","lacera",13
"690","La Rocina",20,4,2015,6,6,"Linaria","viscosa",3
"691","La Rocina",20,4,2015,6,6,"Diplotaxis ","virgata",6
"692","La Rocina",20,4,2015,6,7,"Malcomia","lacera",49
"693","La Rocina",20,4,2015,6,7,"Lavandula","pedunculata",300
"694","La Rocina",20,4,2015,6,8,"Lavandula","pedunculata",200
"695","La Rocina",20,4,2015,6,8,"Spartium ","junceum",86
"696","La Rocina",20,4,2015,6,8,"Malcomia","lacera",51
"697","La Rocina",20,4,2015,6,9,"Spartium ","junceum",5
"698","La Rocina",20,4,2015,6,9,"Linaria","viscosa",6
"699","La Rocina",20,4,2015,6,9,"Diplotaxis ","virgata",3
"700","La Rocina",20,4,2015,6,10,"Spartium ","junceum",72
"701","La Rocina",20,4,2015,6,10,"Lavandula","pedunculata",520
"702","Aznalcazar",28,4,2015,6,1,"Cistus ","crispus",35
"703","Aznalcazar",28,4,2015,6,1,"Tuberaria","guttata",10
"704","Aznalcazar",28,4,2015,6,2,"Echium","plantagineum",12
"705","Aznalcazar",28,4,2015,6,2,"Cistus ","crispus",39
"706","Aznalcazar",28,4,2015,6,2,"Andryala","sp",5
"707","Aznalcazar",28,4,2015,6,3,"Cistus ","crispus",5
"708","Aznalcazar",28,4,2015,6,3,"Echium","plantagineum",25
"709","Aznalcazar",28,4,2015,6,3,"Leontodon ","sp",3
"710","Aznalcazar",28,4,2015,6,5,"Echium","plantagineum",6
"711","Aznalcazar",28,4,2015,6,5,"Teucrium","fruticans",21
"712","Aznalcazar",28,4,2015,6,6,"Echium","plantagineum",9
"713","Aznalcazar",28,4,2015,6,7,"Cistus ","crispus",40
"714","Aznalcazar",28,4,2015,6,7,"Echium","plantagineum",15
"715","Aznalcazar",28,4,2015,6,8,"Echium ","plantagineum",54
"716","Aznalcazar",28,4,2015,6,8,"Andryala","sp",2
"717","Aznalcazar",28,4,2015,6,9,"Echium ","plantagineum",10
"718","Aznalcazar",28,4,2015,6,9,"Leontodon ","sp",61
"719","Villamanrique  sur",28,4,2015,6,1,"Cistus ","salvifolius",3
"720","Villamanrique  sur",28,4,2015,6,2,"Lavandula","stoechas",3
"721","Villamanrique  sur",28,4,2015,6,2,"Cistus ","salvifolius",9
"722","Villamanrique  sur",28,4,2015,6,3,"Cistus ","salvifolius",2
"723","Villamanrique  sur",28,4,2015,6,4,"Cistus ","salvifolius",1
"724","Villamanrique  sur",28,4,2015,6,5,"Halimium ","halimifolium",10
"725","Villamanrique  sur",28,4,2015,6,6,"Halimium ","halimifolium",13
"726","Villamanrique  sur",28,4,2015,6,7,"Halimium ","halimifolium",8
"727","Villamanrique  sur",28,4,2015,6,8,"Cistus ","salvifolius",11
"728","Villamanrique  sur",28,4,2015,6,9,"Cistus ","salvifolius",22
"729","Villamanrique  sur",28,4,2015,6,10,"Halimium ","halimifolium",4
"730","Villamanrique este",28,4,2015,5,1,"Cistus ","crispus",12
"731","Villamanrique este",28,4,2015,5,1,"Cistus ","salvifolius",3
"732","Villamanrique este",28,4,2015,5,1,"Genista ","hirsuta",42
"733","Villamanrique este",28,4,2015,5,2,"Cistus ","crispus",28
"734","Villamanrique este",28,4,2015,5,2,"Cistus ","salvifolius",2
"735","Villamanrique este",28,4,2015,5,3,"Cistus ","crispus",31
"736","Villamanrique este",28,4,2015,5,5,"Cistus ","crispus",3
"737","Villamanrique este",28,4,2015,5,6,"Gladiolus ","italicus",4
"738","Villamanrique este",28,4,2015,5,6,"Cistus ","salvifolius",1
"739","Villamanrique este",28,4,2015,5,6,"Echium","plantagineum",2
"740","Villamanrique este",28,4,2015,5,7,"Cistus ","crispus",1
"741","Villamanrique este",28,4,2015,5,8,"Cistus ","crispus",3
"742","Las mulas",28,4,2015,6,1,"Echium","plantagineum",10
"743","Las mulas",28,4,2015,6,1,"Cistus ","crispus",12
"744","Las mulas",28,4,2015,6,1,"Halimium ","halimifolium",13
"745","Las mulas",28,4,2015,6,2,"Lavandula","stoechas",40
"746","Las mulas",28,4,2015,6,2,"Cistus ","crispus",4
"747","Las mulas",28,4,2015,6,3,"Anarrhinum ","sp",20
"748","Las mulas",28,4,2015,6,4,"Cistus ","crispus",21
"749","Las mulas",28,4,2015,6,5,"Cistus ","crispus",3
"750","Las mulas",28,4,2015,6,5,"Echium","plantagineum",17
"751","Las mulas",28,4,2015,6,6,"Cistus ","monspeliensis",12
"752","Las mulas",28,4,2015,6,7,"Rosmarinus","officinalis",62
"753","Las mulas",28,4,2015,6,8,"Genista ","hirsuta",48
"754","Las mulas",28,4,2015,6,8,"Cistus ","monspeliensis",22
"755","Las mulas",28,4,2015,6,9,"Genista ","hirsuta",52
"756","Las mulas",28,4,2015,6,10,"Cistus ","monspeliensis",29
"757","Niebla",29,4,2015,6,1,"Thapsia","villosa",1
"758","Niebla",29,4,2015,6,1,"Cistus ","monspeliensis",13
"759","Niebla",29,4,2015,6,1,"Arctotheca","calendula",3
"760","Niebla",29,4,2015,6,2,"Cistus ","monspeliensis",5
"761","Niebla",29,4,2015,6,2,"Convolvulus","arvensis",21
"762","Niebla",29,4,2015,6,2,"Arctotheca","calendula",6
"763","Niebla",29,4,2015,6,2,"Carduus","sp",9
"764","Niebla",29,4,2015,6,3,"Thapsia","villosa",1
"765","Niebla",29,4,2015,6,3,"Convolvulus","arvensis",62
"766","Niebla",29,4,2015,6,3,"Gladiolus ","italicus",41
"767","Niebla",29,4,2015,6,3,"Arctotheca","calendula",3
"768","Niebla",29,4,2015,6,3,"Cistus ","monspeliensis",4
"769","Niebla",29,4,2015,6,3,"Carduus","sp",11
"770","Niebla",29,4,2015,6,4,"Cistus ","monspeliensis",59
"771","Niebla",29,4,2015,6,4,"Arctotheca","calendula",7
"772","Niebla",29,4,2015,6,4,"Convolvulus","arvensis",6
"773","Niebla",29,4,2015,6,4,"Carduus","sp",3
"774","Niebla",29,4,2015,6,5,"Carduus","sp",3
"775","Niebla",29,4,2015,6,5,"Arctotheca","calendula",6
"776","Niebla",29,4,2015,6,5,"Cistus ","monspeliensis",26
"777","Niebla",29,4,2015,6,5,"Lavandula","pedunculata",9
"778","Niebla",29,4,2015,6,6,"Arctotheca","calendula",7
"779","Niebla",29,4,2015,6,6,"Lavandula","pedunculata",18
"780","Niebla",29,4,2015,6,6,"Cistus ","crispus",3
"781","Niebla",29,4,2015,6,7,"Gladiolus ","italicus",1
"782","Niebla",29,4,2015,6,7,"Cistus ","crispus",32
"783","Niebla",29,4,2015,6,7,"Echium","plantagineum",12
"784","Niebla",29,4,2015,6,8,"Lavandula","pedunculata",64
"785","Niebla",29,4,2015,6,8,"Cistus ","crispus",31
"786","Niebla",29,4,2015,6,9,"Cistus ","monspeliensis",52
"787","Niebla",29,4,2015,6,9,"Cistus ","crispus",16
"788","Niebla",29,4,2015,6,10,"Cistus ","crispus",36
"789","Bonares",29,4,2015,6,2,"Linaria","viscosa",5
"790","Bonares",29,4,2015,6,4,"Cistus ","crispus",14
"791","Bonares",29,4,2015,6,4,"Thapsia","villosa",450
"792","Bonares",29,4,2015,6,5,"Thapsia","villosa",300
"793","Bonares",29,4,2015,6,6,"Cistus ","crispus",13
"794","Bonares",29,4,2015,6,6,"Thapsia","villosa",800
"795","Bonares",29,4,2015,6,7,"Cistus ","crispus",22
"796","Bonares",29,4,2015,6,7,"Thapsia","villosa",650
"797","Bonares",29,4,2015,6,8,"Thapsia","villosa",550
"798","Bonares",29,4,2015,6,8,"CIstus ","crispus",10
"799","Bonares",29,4,2015,6,9,"Thapsia","villosa",450
"800","Convento de la Luz",29,4,2015,6,1,"Halimium ","halimifolium",42
"801","Convento de la Luz",29,4,2015,6,1,"Malcomia","lacera",10
"802","Convento de la Luz",29,4,2015,6,1,"Tuberaria","guttata",2
"803","Convento de la Luz",29,4,2015,6,1,"Silene","scabriflora",12
"804","Convento de la Luz",29,4,2015,6,2,"Lavandula","stoechas",50
"805","Convento de la Luz",29,4,2015,6,5,"Lavandula","stoechas",30
"806","Convento de la Luz",29,4,2015,6,8,"lavandula","stoechas",10
"807","Convento de la Luz",29,4,2015,6,9,"Lavandula","stoechas",20
"808","Urbanizaciones",29,4,2015,6,1,"CIstus ","libanotis",7
"809","Urbanizaciones",29,4,2015,6,4,"Lavandula","pedunculata",80
"810","Urbanizaciones",29,4,2015,6,6,"CIstus ","crispus",1
"811","Urbanizaciones",29,4,2015,6,6,"Lavandula","pedunculata",20
"812","Urbanizaciones",29,4,2015,6,7,"CIstus ","crispus",28
"813","Urbanizaciones",29,4,2015,6,8,"CIstus ","crispus",26
"814","Urbanizaciones",29,4,2015,6,9,"Centaurium ","calcitrapa",7
"815","Urbanizaciones",29,4,2015,6,9,"Silene","scabriflora",3
"816","Urbanizaciones",29,4,2015,6,9,"Tuberaria","guttata",2
"817","Urbanizaciones",29,4,2015,6,10,"Halimium ","halimifolium",26
"818","El pinar",30,4,2015,5,1,"CIstus ","albidus",1
"819","Pinares de Hinojos",30,4,2015,6,1,"Leontodon ","sp",22
"820","Pinares de Hinojos",30,4,2015,6,1,"Halimium ","halimifolium",3
"821","Pinares de Hinojos",30,4,2015,6,2,"CIstus ","libanotis",3
"822","Pinares de Hinojos",30,4,2015,6,3,"Echium","plantagineum",3
"823","Pinares de Hinojos",30,4,2015,6,6,"CIstus ","libanotis",39
"824","Pinares de Hinojos",30,4,2015,6,7,"CIstus ","libanotis",4
"825","Pinares de Hinojos",30,4,2015,6,8,"CIstus ","libanotis",24
"826","Pinares de Hinojos",30,4,2015,6,9,"CIstus ","salvifolius",16
"827","Pinares de Hinojos",30,4,2015,6,10,"Echium","plantagineum",60
"828","Pinares de Hinojos",30,4,2015,6,10,"CIstus ","salvifolius",30
"829","Cotito de Santa Teresa",30,4,2015,6,1,"Echium","plantagineum",3
"830","Cotito de Santa Teresa",30,4,2015,6,1,"Arctotheca","calendula",6
"831","Cotito de Santa Teresa",30,4,2015,6,2,"Echium","plantagineum",12
"832","Cotito de Santa Teresa",30,4,2015,6,2,"Arctotheca","calendula",6
"833","Cotito de Santa Teresa",30,4,2015,6,2,"Ranunculus","sp",11
"834","Cotito de Santa Teresa",30,4,2015,6,3,"Echium","plantagineum",20
"835","Cotito de Santa Teresa",30,4,2015,6,4,"Lavandula","stoechas",35
"836","Cotito de Santa Teresa",30,4,2015,6,4,"Thapsia","villosa",3
"837","Cotito de Santa Teresa",30,4,2015,6,4,"CIstus ","salvifolius",3
"838","Cotito de Santa Teresa",30,4,2015,6,5,"Lavandula","stoechas",3
"839","Cotito de Santa Teresa",30,4,2015,6,5,"Gladiolus ","italicus",11
"840","Cotito de Santa Teresa",30,4,2015,6,5,"CIstus ","crispus",6
"841","Cotito de Santa Teresa",30,4,2015,6,7,"CIstus ","salvifolius",3
"842","Cotito de Santa Teresa",30,4,2015,6,9,"CIstus ","crispus",22
"843","Cotito de Santa Teresa",30,4,2015,6,9,"CIstus ","salvifolius",16
"844","Cotito de Santa Teresa",30,4,2015,6,9,"Ranunculus","sp",6
"845","Cotito de Santa Teresa",30,4,2015,6,10,"CIstus ","crispus",36
"846","Cotito de Santa Teresa",30,4,2015,6,10,"CIstus ","salvifolius",11
"847","Pino del Cuervo",30,4,2015,6,1,"CIstus ","crispus",28
"848","Pino del Cuervo",30,4,2015,6,1,"Lavandula","stoechas",250
"849","Pino del Cuervo",30,4,2015,6,2,"CIstus ","salvifolius",10
"850","Pino del Cuervo",30,4,2015,6,2,"Lavandula","stoechas",200
"851","Pino del Cuervo",30,4,2015,6,3,"Lavandula","stoechas",1100
"852","Pino del Cuervo",30,4,2015,6,4,"CIstus ","crispus",51
"853","Pino del Cuervo",30,4,2015,6,5,"Lavandula","stoechas",500
"854","Pino del Cuervo",30,4,2015,6,5,"CIstus ","crispus",18
"855","Pino del Cuervo",30,4,2015,6,6,"CIstus ","salvifolius",9
"856","Pino del Cuervo",30,4,2015,6,6,"Lavandula","stoechas",1000
"857","Pino del Cuervo",30,4,2015,6,7,"CIstus ","crispus",47
"858","Pino del Cuervo",30,4,2015,6,8,"CIstus ","crispus",26
"859","Pino del Cuervo",30,4,2015,6,8,"Lavandula","stoechas",600
"860","Pino del Cuervo",30,4,2015,6,9,"CIstus ","salvifolius",7
"861","Pino del Cuervo",30,4,2015,6,9,"Lavandula","stoechas",350
"862","Pino del Cuervo",30,4,2015,6,10,"CIstus ","crispus",6
"863","El pozo",30,4,2015,6,1,"Halimium ","halimifolium",3
"864","El pozo",30,4,2015,6,1,"Erica ","umbellata",30
"865","El pozo",30,4,2015,6,4,"CIstus ","salvifolius",1
"866","El pozo",30,4,2015,6,5,"Erica ","umbellata",200
"867","Urbanizaciones",6,5,2015,7,4,"Lavandula","pedunculata",12
"868","Urbanizaciones",6,5,2015,7,6,"CIstus ","crispus",9
"869","Urbanizaciones",6,5,2015,7,8,"CIstus ","crispus",30
"870","Urbanizaciones",6,5,2015,7,9,"CIstus ","crispus",21
"871","Pino del Cuervo",6,5,2015,7,1,"Lavandula","stoechas",1100
"872","Pino del Cuervo",6,5,2015,7,1,"CIstus ","crispus",42
"873","Pino del Cuervo",6,5,2015,7,2,"CIstus ","crispus",36
"874","Pino del Cuervo",6,5,2015,7,3,"Halimium ","halimifolium",22
"875","Pino del Cuervo",6,5,2015,7,3,"Lavandula","stoechas",100
"876","Pino del Cuervo",6,5,2015,7,4,"Lavandula","stoechas",90
"877","Pino del Cuervo",6,5,2015,7,4,"CIstus ","crispus",62
"878","Pino del Cuervo",6,5,2015,7,5,"Lavandula","stoechas",250
"879","Pino del Cuervo",6,5,2015,7,6,"CIstus ","crispus",11
"880","Pino del Cuervo",6,5,2015,7,6,"Lavandula","stoechas",600
"881","Pino del Cuervo",6,5,2015,7,7,"CIstus ","crispus",51
"882","Pino del Cuervo",6,5,2015,7,8,"CIstus ","crispus",3
"883","Pino del Cuervo",6,5,2015,7,8,"Lavandula","stoechas",80
"884","Pino del Cuervo",6,5,2015,7,9,"Lavandula","stoechas",180
"885","Pino del Cuervo",6,5,2015,7,10,"CIstus ","crispus",21
"886","Pino del Cuervo",6,5,2015,7,10,"Arctotheca","calendula",15
"887","Aznalcazar",8,5,2015,7,1,"CIstus ","crispus",52
"888","Aznalcazar",8,5,2015,7,1,"Carduus","sp",2
"889","Aznalcazar",8,5,2015,7,2,"CIstus ","crispus",3
"890","Aznalcazar",8,5,2015,7,3,"Arctotheca","calendula",2
"891","Aznalcazar",8,5,2015,7,3,"CIstus ","crispus",33
"892","Aznalcazar",8,5,2015,7,3,"Echium","plantagineum",2
"893","Aznalcazar",8,5,2015,7,6,"Andryala","integrifolia",10
"894","Aznalcazar",8,5,2015,7,7,"Echium","plantagineum",20
"895","Aznalcazar",8,5,2015,7,7,"Leontodon ","sp ",2
"896","Aznalcazar",8,5,2015,7,8,"Echium ","plantagineum",25
"897","Aznalcazar",8,5,2015,7,8,"Lavandula","pedunculata",10
"898","Aznalcazar",8,5,2015,7,9,"Echium","plantagineum",5
"899","Aznalcazar",8,5,2015,7,9,"Andryala","integrifolia",15
"900","Niebla",12,5,2015,7,2,"Convolvulus","arvensis",3
"901","Niebla",12,5,2015,7,3,"Echium ","plantagineum",6
"902","Niebla",12,5,2015,7,3,"Convolvulus","arvensis",9
"903","Niebla",12,5,2015,7,4,"Convolvulus","arvensis",2
"904","Niebla",12,5,2015,7,5,"Thapsia","villosa",80
"905","Bonares",12,5,2015,7,2,"Thapsia ","villosa",60
"906","Bonares",12,5,2015,7,4,"Thapsia","villosa",500
"907","Bonares",12,5,2015,7,5,"Thapsia","villosa",1600
"908","Bonares",12,5,2015,7,7,"Thapsia","villosa",600
"909","El pozo",12,5,2015,7,1,"Halimium ","halimifolium",4
"910","El pozo",12,5,2015,7,3,"Halimium ","halimifolium",1
"911","El pozo",12,5,2015,7,6,"Halimium ","halimifolium",19
