"","Site_ID","Round","Plant_gen_sp","Pollinator_gen_sp","Out","Pollinator_id","Pollinator_sex","Frequency"
"607","Urbanizaciones",7,"Lavandula pedunculata","Bombylius sp","transect","no_captured",NA,3
"608","Urbanizaciones",7,"Lavandula pedunculata","Bombylidae morpho1","transect","BF384",NA,4
"609","Urbanizaciones",7,"Lavandula pedunculata","Dischistus senex","transect","BF385","male",3
"610","Urbanizaciones",7,"Lavandula pedunculata","Colletes nigricans","transect","BF169","male",2
"611","Urbanizaciones",7,"Cistus crispus","Dasypoda cingulata","transect","BF148","male",4
"612","Urbanizaciones",7,"Lavandula pedunculata","Empis morpho1","out","BF454",NA,1
"613","Urbanizaciones",7,"Cistus crispus","Nomada merceti","out","BF342","female",1
"614","Urbanizaciones",7,"Cistus crispus","Nomada merceti","out","BF343","female",2
"615","Aznalcazar",7,"Cistus crispus","Panurgus calcaratus","transect","BF63","female",3
"616","Aznalcazar",7,"Cistus crispus","Andrena tenuistriata","transect","BF68","female",1
"617","Aznalcazar",7,"Cistus crispus","Hoplitis adunca","transect","BF162","female",2
"618","Aznalcazar",7,"Cistus crispus","Panurgus calcaratus","transect","BF234","male",1
"619","Aznalcazar",7,"Cistus crispus","Andrena nigroaenaea","transect","BF104","female",1
"620","Aznalcazar",7,"Cistus crispus","Flavipanurgus venustus","transect","BF244","male",1
"621","Aznalcazar",7,"Cistus crispus","Eucera collaris","out","BF584","female",3
"622","Aznalcazar",7,"Cistus crispus","Apis mellifera","transect","no_captured","worker",3
"623","Aznalcazar",7,"Cistus crispus","Eucera codinai","transect","BF574","female",3
"624","Aznalcazar",7,"Cistus crispus","Flavipanurgus venustus","transect","BF252","male",5
"625","Aznalcazar",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured","female",3
"626","Aznalcazar",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured","male",3
"627","Aznalcazar",7,"Cistus crispus","Andrena nitidiuscula","transect","BF290","male",2
"628","Aznalcazar",7,"Cistus crispus","Osmia leaiana","transect","BF636","male",1
"629","Aznalcazar",7,"Cistus crispus","Heliotaurus ruficollis","transect","BF479",NA,2
"630","Aznalcazar",7,"Cistus crispus","Pseudoanthidium lituratum","transect","BF629",NA,3
"631","Aznalcazar",7,"Lavatera cretica","Dasypoda crassicornis","transect","BF119","female",1
"632","Aznalcazar",7,"Lavatera cretica","Osmia leaiana","transect","BF640","female",2
"633","Aznalcazar",7,"Cistus crispus","Eristalis arbustorum","transect","BF419","female",3
"634","Aznalcazar",7,"NA NA","Tabanus morpho1","transect","BF459","female",NA
"635","Aznalcazar",7,"NA NA","Tabanus morpho2","transect","BF460","female",NA
"636","Aznalcazar",7,"NA NA","Tabanus morpho2","transect","BF461","female",NA
"637","Aznalcazar",7,"Echium plantagineum","Lasioglossum morpho1","transect","BF632",NA,3
"638","Niebla",7,"Cistus crispus","Panurgus dargius","transect","BF255","male",3
"639","Niebla",7,"Andryala integrifolia","Panurgus banksianus","transect","BF256","female",3
"640","Niebla",7,"Andryala integrifolia","Systropha planidens","transect","BF98","male",1
"641","Niebla",7,"Andryala integrifolia","Sphaerophoria scripta","transect","BF430","male",2
"642","Niebla",7,"Convolvulus arvensis","Osmia submicans","transect","BF638","male",2
"643","Niebla",7,"Convolvulus arvensis","Anthidium septemspinosum","transect","BF628","male",4
"644","Niebla",7,"Taraxacum vulgare","Halictus scabiosae","transect","BF101","female",3
"645","Niebla",7,"Taraxacum vulgare","Systropha planidens","transect","BF97","male",1
"646","Niebla",7,"Andryala integrifolia","Exosoma lusitanicum","transect","BF482",NA,2
"647","Bonares",7,"Thymus mastichina","Hoplitis papaveris","transect","BF163","female",3
"648","Bonares",7,"Thymus mastichina","Andrena hispania","transect","BF315","female",3
"649","Bonares",7,"Thymus mastichina","Halictus scabiosae","transect","BF102","female",2
"650","Bonares",7,"Thapsia villosa","Dasypogon morpho1","transect","BF453","female",1
"651","Bonares",7,"Thymus mastichina","Ammophila heydeni","transect","BF675","female",6
"652","Bonares",7,"Thymus mastichina","Trypoxylon morpho1","transect","BF684","male",2
"653","Bonares",7,"Thapsia villosa","Graphosoma lineatum","transect","BF485","male",4
"654","Bonares",7,"Thapsia villosa","Graphosoma lineatum","transect","BF486","female",4
"655","Bonares",7,"Thapsia villosa","Bembix oculata","out","BF659","female",1
"656","Bonares",7,"Cistus crispus","Eucera elongatula","out","BF579","female",1
"657","Bonares",7,"Cistus crispus","Ceratina cucurbitina","out","BF184","female",1
"658","Bonares",7,"Scabiosa atropurpurea","Systropha planidens","out","no_captured","male",1
"659","Bonares",7,"Cistus crispus","Eucera elongatula","out","BF580","female",1
"660","Esparragal",7,"Armeria velutina","Osmia fulviventris","transect","BF167","male",3
"661","Esparragal",7,"Armeria velutina","Lasioglossum malachurum","transect","BF82","female",2
"662","Esparragal",7,"Armeria velutina","Cerceris morpho1","transect","BF685",NA,2
"663","Esparragal",7,"Armeria velutina","Tenthredo sp","transect","no_captured",NA,1
"664","Esparragal",7,"Scabiosa atropurpurea","Halictus tridivisus","transect","BF79","male",1
"665","Esparragal",7,"Armeria velutina","Usia morpho1","transect","BF374","female",1
"666","Esparragal",7,"Armeria velutina","Apidae NA","transect","no_captured",NA,1
"667","Esparragal",7,"Armeria velutina","Halictus tridivisus","transect","BF84","male",4
"668","Esparragal",7,"Chamaemelum fuscatum","Lasioglossum morpho1","transect","BF83",NA,3
"669","Elpinar",6,"Convolvulus arvensis","Systropha planidens","out","BF91","male",1
"670","Elpinar",6,"Convolvulus arvensis","Systropha planidens","out","BF100","male",1
"671","Elpinar",6,"Convolvulus arvensis","Anthophora sp","out","no_captured",NA,1
"672","Elpinar",6,"Convolvulus arvensis","Eucera alternans","transect","BF573","female",4
"673","LaCunya",7,"Echium plantagineum","Lomatia morpho1","transect","BF377","male",2
"674","LaCunya",7,"Echium plantagineum","Lasioglossum tridivisus","transect","BF87","male",1
"675","LaCunya",7,"Andryala integrifolia","Lasioglossum tridivisus","transect","BF88","male",1
"676","LaCunya",7,"Andryala integrifolia","Panurgus banksianus","transect","BF237","male",3
"677","LaCunya",7,"Echium plantagineum","Lasioglossum albocinctum","transect","BF76","female",1
"678","Lasmulas",7,"Cistus crispus","Apis mellifera","transect","no_captured","worker",8
"679","Lasmulas",7,"Cistus crispus","Flavipanurgus venustus","transect","BF242","female",3
"680","Lasmulas",7,"Cistus crispus","Lasioglossum malachurum","transect","BF71","female",2
"681","Lasmulas",7,"Cistus crispus","Flavipanurgus venustus","transect","BF243","female",3
"682","Lasmulas",7,"Cistus crispus","Flavipanurgus venustus","transect","BF245","male",5
"683","Lasmulas",7,"Cistus crispus","Eucera chrysopyga","transect","BF585","female",2
"684","Lasmulas",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured","male",17
"685","Lasmulas",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured","female",14
"686","Lasmulas",7,"Cistus crispus","Dasypoda albimana","transect","BF130","female",3
"687","Lasmulas",7,"Thapsia villosa","Apis mellifera","transect","no_captured","worker",10
"688","Lasmulas",7,"Cistus crispus","Osmia sp","out","no_captured",NA,2
"689","Lasmulas",7,"Cistus crispus","Osmia sp","out","no_captured",NA,3
"690","Lasmulas",7,"Cistus crispus","Xylocopa valga","out","BF194","male",3
"691","Lasmulas",7,"Cistus crispus","Eucera chrysopyga","transect","BF572","female",2
"692","Villamanriquesur",7,"Halimium halimifolium","Dasypoda crassicornis","transect","BF114","female",5
"693","Villamanriquesur",7,"Andryala integrifolia","Dasypoda cingulata","out","BF150","female",2
"694","Villamanriquesur",7,"Andryala integrifolia","Panurgus banksianus","transect","BF228","male",5
"695","Villamanriquesur",7,"Andryala integrifolia","Panurgus banksianus","transect","BF230","female",4
"696","Villamanriquesur",7,"Andryala integrifolia","Panurgus banksianus","transect","BF231","male",5
"697","Villamanriquesur",7,"Andryala integrifolia","Panurgus calcaratus","transect","BF233","male",2
"698","Villamanriquesur",7,"Andryala integrifolia","Exosoma lusitanicum","transect","BF480",NA,3
"699","Villamanriquesur",7,"Halimium halimifolium","Apis mellifera","transect","no_captured","worker",7
"700","Villamanriquesur",7,"Halimium halimifolium","Dasypoda albimana","transect","BF126","female",4
"701","Villamanriquesur",7,"Armeria velutina","Dasypoda crassicornis","transect","BF115","female",2
"702","Villamanriquesur",7,"Convolvulus arvensis","Panurgus dargius","transect","BF266","male",1
"703","Villamanriquesur",7,"Armeria velutina","Machimus sp","transect","BF456","female",1
"704","Villamanriquesur",7,"Cistus crispus","Pangonius micans","transect","BF390","female",2
"705","Villamanriqueeste",7,"Cistus crispus","Apis mellifera","transect","no_captured","worker",5
"706","Villamanriqueeste",7,"Cistus crispus","Dasypoda cingulata","out","BF151","male",1
"707","Villamanriqueeste",7,"Cistus crispus","Dasypoda cingulata","out","BF152","male",1
"708","Villamanriqueeste",7,"Cistus crispus","Andrena hispania","out","BF312","female",1
"709","Villamanriqueeste",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured",NA,4
"710","Villamanriqueeste",7,"Cistus crispus","Flavipanurgus venustus","transect","no_captured",NA,2
"711","Villamanriqueeste",7,"Cistus crispus","Dischistus senex","transect","BF391","male",1
"712","Villamanriqueeste",7,"Cistus crispus","Lasioglossum malachurum","transect","BF328","female",2
"713","Villamanriqueeste",7,"Cistus crispus","Bembix oculata","transect","BF655","male",2
"714","Villamanriqueeste",7,"Cistus crispus","Lasioglossum imminutus","transect","BF66","female",2
"715","Villamanriqueeste",7,"Cistus crispus","Panurgus cephalotes","transect","BF296","female",2
"716","PinaresdeHinojos",7,"Halimium halimifolium","Cerceris arenaria","out","BF349","female",3
"717","PinaresdeHinojos",7,"Anchusa azurea","Pangonius micans","out","BF372","male",1
"718","PinaresdeHinojos",7,"Retama sphaerocarpa","Scolia hortorum","out","BF668","male",3
"719","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF120","male",1
"720","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF127","female",3
"721","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF121","female",1
"722","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF125","male",2
"723","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF128","male",1
"724","PinaresdeHinojos",7,"Armeria velutina","Dasypoda cingulata","out","BF153","female",2
"725","PinaresdeHinojos",7,"Anchusa azurea","Bombus terrestris","out","BF214","worker",1
"726","PinaresdeHinojos",7,"Armeria velutina","Prionyx kirbii","out","BF683","male",2
"727","PinaresdeHinojos",7,"Anchusa azurea","Bombus terrestris","out","BF220","worker",2
"728","Aznalcazar",1,"Asphodelus fistulosus","Apis mellifera","focal","BF226","worker",6
"729","Aznalcazar",1,"Asphodelus fistulosus","Bombus terrestris","focal","no_captured","queen",1
"730","Aznalcazar",1,"Asphodelus fistulosus","Xylocopa cantabrita","focal","no_captured","female",1
"731","Aznalcazar",1,"Asphodelus fistulosus","Tropinota squalida","focal","BF517",NA,1
"732","Aznalcazar",1,"Asphodelus fistulosus","Ceratina cucurbitina","focal","BF179","male",2
"733","Aznalcazar",1,"Asphodelus fistulosus","Rhyncomyia cuprea","focal","BF406","male",1
"734","Aznalcazar",1,"Asphodelus fistulosus","Celastrina argiolus","focal","no_captured","female",1
"735","Aznalcazar",1,"Asphodelus fistulosus","Merodon sp","focal","no_captured",NA,1
"736","Aznalcazar",1,"Asphodelus fistulosus","Tropinota squalida","focal","BF519",NA,2
"737","Aznalcazar",1,"Teucrium fruticans","Apis mellifera","focal","no_captured","worker",1
"738","Aznalcazar",1,"Teucrium fruticans","Anthophora sp","focal","no_captured","male",1
"739","Aznalcazar",1,"Rosmarinus officinalis","Chalicodoma sicula","focal","no_captured","male",1
"740","Aznalcazar",1,"Rosmarinus officinalis","Xylocopa cantabrita","focal","no_captured","male",1
"741","Aznalcazar",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",2
"742","Aznalcazar",1,"Cistus albidus","Xylocopa cantabrita","focal","no_captured","female",1
"743","Aznalcazar",1,"Cistus albidus","Apis mellifera","focal","no_captured","worker",3
"744","Villamanriquesur",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"745","Villamanriquesur",1,"Rosmarinus officinalis","Pieris brassicae","focal","no_captured","male",1
"746","Villamanriquesur",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",2
"747","Villamanriqueeste",1,"Rosmarinus officinalis","Anthophora sp","focal","no_captured","female",1
"748","Villamanriqueeste",1,"Cistus ladanifer","Tropinota squalida","focal","no_captured",NA,1
"749","Villamanriqueeste",1,"Cistus ladanifer","Malachius morpho1","focal","BF539",NA,1
"750","PinaresdeHinojos",1,"Cistus salvifolius","Andrena tenuistriata","out","BF72","female",1
"751","CotitodeSantaTeresa",1,"Asphodelus fistulosus","Bombus terrestris","focal","no_captured","queen",1
"752","CotitodeSantaTeresa",1,"Asphodelus fistulosus","Empis sp","focal","no_captured",NA,1
"753","CotitodeSantaTeresa",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",2
"754","CotitodeSantaTeresa",1,"Lavandula stoechas","Anthophora plumipes","focal","BF608","male",2
"755","CotitodeSantaTeresa",1,"Astragalus lusitanicus","Anthophora hispanica","focal","no_captured","female",1
"756","CotitodeSantaTeresa",1,"Astragalus lusitanicus","Anthophora hispanica","focal","no_captured","male",2
"757","CotitodeSantaTeresa",1,"Astragalus lusitanicus","Oxythyrea funesta","focal","no_captured",NA,1
"758","Lasmulas",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"759","Lasmulas",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"760","Lasmulas",1,"Cistus ladanifer","Tropinota squalida","focal","no_captured",NA,1
"761","Lasmulas",1,"Cistus ladanifer","Andrena tenuistriata","focal","BF25","female",1
"762","Lasmulas",1,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",NA
"763","Lasmulas",1,"Cistus ladanifer","Eristalis arbustorum","focal","no_captured",NA,1
"764","Lasmulas",1,"Cistus ladanifer","Bombus terrestris","out","BF210","worker",6
"765","Lasmulas",1,"Halimium commutatum","Anthaxia sp","focal","no_captured",NA,3
"766","Lasmulas",1,"Cistus salvifolius","Stomorhina lunata","out","BF394","male",1
"767","LaRocina",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"768","LaRocina",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"769","LaRocina",1,"Halimium commutatum","Anthaxia morpho1","focal","BF528",NA,1
"770","LaRocina",1,"Halimium commutatum","Psilothrix viridicoerulea","focal","BF531",NA,1
"771","LaRocina",1,"Halimium commutatum","Euchloe crameri","focal","no_captured","female",1
"772","LaRocina",1,"Halimium commutatum","Eristalis tenax","focal","no_captured",NA,1
"773","LaRocina",1,"Halimium commutatum","Bombylius morpho1","focal","BF360","male",1
"774","LaRocina",1,"Halimium commutatum","Syrphidae NA","focal","no_captured",NA,1
"775","LaCunya",1,"Halimium commutatum","Lasioglossum sp","focal","no_captured","female",1
"776","LaCunya",1,"Rosmarinus officinalis","Pieris brassicae","focal","no_captured","female",1
"777","LaCunya",1,"Rosmarinus officinalis","Bombus terrestris","focal","BF209","worker",1
"778","LaCunya",1,"Halimium commutatum","Psilothrix viridicoerulea","out","BF537",NA,1
"779","Esparragal",1,"Halimium commutatum","Episyrphus balteatus","focal","no_captured",NA,1
"780","Esparragal",1,"Halimium commutatum","Lasioglossum malachurum","focal","BF20","female",1
"781","Esparragal",1,"Halimium commutatum","Anthophora plumipes","out","BF594","male",2
"782","Esparragal",1,"Halimium commutatum","Eucera rufa","out","BF555","male",2
"783","Niebla",1,"Asphodelus fistulosus","Bombus terrestris","focal","no_captured","queen",1
"784","Niebla",1,"Astragalus lusitanicus","Anthophora hispanica","focal","BF591","male",2
"785","Niebla",1,"Astragalus lusitanicus","Anthophora hispanica","focal","BF601","female",1
"786","Niebla",1,"Astragalus lusitanicus","Eucera bolivari","focal","BF710","male",1
"787","Niebla",1,"Lavandula pedunculata","Callophrys rubi","focal","BF678","female",2
"788","ConventodelaLuz",1,"Teucrium fruticans","Bombus terrestris","focal","no_captured","worker",1
"789","ConventodelaLuz",1,"Cistus salvifolius","Oxythyrea funesta","focal","no_captured",NA,1
"790","ConventodelaLuz",1,"Cistus salvifolius","Anthaxia sp","focal","no_captured",NA,1
"791","ConventodelaLuz",1,"Ulex australis","Lasioglossum sp","focal","no_captured","female",1
"792","ConventodelaLuz",1,"Ulex australis","Apis mellifera","focal","no_captured","worker",NA
"793","Pinodelcuervo",1,"Halimium commutatum","Malachius morpho1","focal","BF540",NA,1
"794","Pinodelcuervo",1,"Halimium commutatum","Anthaxia morpho1","focal","BF529",NA,1
"795","Pinodelcuervo",1,"Halimium commutatum","Eristalis tenax","focal","no_captured",NA,1
"796","Pinodelcuervo",1,"Ulex australis","Apis mellifera","focal","no_captured","worker",NA
"797","Pinodelcuervo",1,"Ulex australis","Andrena sp","focal","no_captured","female",1
"798","Pinodelcuervo",1,"Cistus ladanifer","Lasioglossum sp","focal","no_captured","female",1
"799","Pinodelcuervo",1,"Cistus ladanifer","Andrena sp","focal","no_captured","male",1
"800","Pinodelcuervo",1,"Cistus ladanifer","Merodon sp","focal","no_captured","male",1
"801","Pinodelcuervo",1,"Rosmarinus officinalis","Bombylius sp","focal","no_captured",NA,1
"802","Pinodelcuervo",1,"Rosmarinus officinalis","Euchloe crameri","focal","no_captured",NA,1
"803","Pinodelcuervo",1,"Rosmarinus officinalis","Xylocopa cantabrita","focal","no_captured","male",1
"804","Pinodelcuervo",1,"Rosmarinus officinalis","Episyrphus balteatus","focal","BF416","male",1
"805","Pinodelcuervo",1,"Rosmarinus officinalis","Ceratina cucurbitina","focal","BF177","male",1
"806","Pinodelcuervo",1,"Rosmarinus officinalis","Ceratina cucurbitina","focal","BF180","male",1
"807","Elpozo",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"808","Elpozo",1,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",NA
"809","Elpozo",1,"Erica scoparia","Lasioglossum sp","focal","no_captured","female",1
"810","Elpozo",1,"Erica scoparia","Apis mellifera","focal","no_captured","worker",NA
"811","Elpozo",1,"Erica scoparia","Bombus terrestris","focal","no_captured","worker",1
"812","Elpozo",1,"Erica scoparia","Andrena sp","focal","PERDIDO","female",1
"813","Urbanizaciones",1,"Rosmarinus officinalis","Anthophora sp","focal","no_captured",NA,1
"814","Urbanizaciones",1,"Rosmarinus officinalis","Ceratina cucurbitina","focal","BF185","male",1
"815","Urbanizaciones",1,"Rosmarinus officinalis","Bombus terrestris","focal","no_captured","worker",1
"816","Urbanizaciones",1,"Rosmarinus officinalis","Xylocopa violacea","focal","no_captured","male",1
"817","Urbanizaciones",1,"Halimium commutatum","Psilothrix viridicoerulea","focal","no_captured",NA,1
"818","Urbanizaciones",1,"Ulex australis","Anthophora dispar","focal","BF598","female",3
"819","Urbanizaciones",1,"Lavandula stoechas","Leptotes pirithous","focal","no_captured","female",1
"820","Urbanizaciones",1,"Lavandula stoechas","Cacyreus marshalli","focal","BF673",NA,2
"821","Urbanizaciones",1,"Lavandula stoechas","Xylocopa cantabrita","focal","no_captured","male",1
"822","Bonares",2,"Halimium commutatum","Apis mellifera","focal","no_captured","worker",1
"823","Bonares",2,"Halimium commutatum","Anthophora sp","focal","no_captured","male",1
"824","Bonares",2,"Cistus salvifolius","Eristalis tenax","focal","no_captured",NA,1
"825","Bonares",2,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"826","Bonares",2,"Cistus salvifolius","Eucera sp","focal","no_captured","male",1
"827","Bonares",2,"Cistus ladanifer","Empis sp","focal","no_captured",NA,1
"828","Bonares",2,"Cistus ladanifer","Bombus terrestris","focal","no_captured","worker",1
"829","Bonares",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"830","Bonares",2,"Cistus ladanifer","Lasioglossum sp","focal","no_captured","female",1
"831","Bonares",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",2
"832","Bonares",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"833","Bonares",2,"Lavandula stoechas","Zerynthia rumina","focal","no_captured","worker",NA
"834","Bonares",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",12
"835","Bonares",2,"Lavandula stoechas","Eucera sp","focal","no_captured","male",1
"836","Niebla",2,"Cistus ladanifer","Lasioglossum sp","focal","no_captured","female",1
"837","Niebla",2,"Cistus ladanifer","Anthophora hispanica","focal","no_captured","female",1
"838","Niebla",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"839","Niebla",2,"Astragalus lusitanicus","Eucera sp","focal","no_captured","male",1
"840","ConventodelaLuz",2,"Teucrium fruticans","Bombus terrestris","focal","no_captured","worker",1
"841","ConventodelaLuz",2,"Teucrium fruticans","Andrena tenuistriata","focal","BF45","male",1
"842","ConventodelaLuz",2,"Teucrium fruticans","Andrena ovatula","focal","BF23","female",1
"843","ConventodelaLuz",2,"Teucrium fruticans","Andrena tenuistriata","focal","BF56","male",1
"844","ConventodelaLuz",2,"Teucrium fruticans","Andrena thoracica","focal","BF279","female",1
"845","ConventodelaLuz",2,"Cistus salvifolius","Megalodontes sp","focal","no_captured","female",1
"846","ConventodelaLuz",2,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",36
"847","ConventodelaLuz",2,"Cistus ladanifer","Tropinota squalida","focal","no_captured",NA,1
"848","ConventodelaLuz",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",11
"849","ConventodelaLuz",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",58
"850","ConventodelaLuz",2,"Teucrium fruticans","Nomada agrestis","out","BF353","male",2
"851","ConventodelaLuz",2,"Teucrium fruticans","Nomada discrepans","out","BF631","male",1
"852","Esparragal",2,"Cistus salvifolius","Andrena humilis","focal","BF274","female",3
"853","Esparragal",2,"Cistus salvifolius","Andrena nigroaenaea","focal","BF275","female",2
"854","Esparragal",2,"Lavandula stoechas","Pieris brassicae","focal","no_captured","female",1
"855","Esparragal",2,"Lavandula stoechas","Eucera sp","focal","no_captured","male",1
"856","LaRocina",2,"Rosmarinus officinalis","Stomorhina lunata","focal","no_captured",NA,1
"857","LaRocina",2,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"858","LaRocina",2,"Rosmarinus officinalis","Lasioglossum sexnotatum","focal","BF64","female",1
"859","LaRocina",2,"Rosmarinus officinalis","Panurgus calcaratus","focal","BF232",NA,2
"860","LaRocina",2,"Halimium commutatum","Psilothrix viridicoerulea","focal","no_captured",NA,9
"861","LaRocina",2,"Halimium commutatum","Apis mellifera","focal","no_captured","worker",1
"862","LaRocina",2,"Halimium commutatum","Malachius abdominalis","focal","no_captured",NA,1
"863","LaRocina",2,"Halimium commutatum","Psilothrix viridicoerulea","focal","no_captured",NA,4
"864","LaRocina",2,"Rosmarinus officinalis","Andrena tenuistriata","out","BF297","male",1
"865","LaRocina",2,"Ulex australis","Apis mellifera","focal","no_captured","worker",1
"866","LaRocina",2,"Ulex australis","Eucera elongatula","focal","BF711","male",1
"867","LaRocina",2,"Anchusa azurea","Xylocopa cantabrita","focal","no_captured","male",1
"868","LaRocina",2,"Anchusa azurea","Vanessa cardui","focal","no_captured",NA,1
"869","LaRocina",2,"Anchusa azurea","Lycaena phlaeas","out","no_captured",NA,1
"870","LaRocina",2,"Rosmarinus officinalis","Nomada merceti","out","BF338","female",2
"871","LaRocina",2,"Anchusa azurea","Tropinota squalida","out","BF524",NA,1
"872","LaRocina",2,"Cistus ladanifer","Eucera elongatula","focal","BF714","male",1
"873","Elpozo",2,"Erica scoparia","Apis mellifera","focal","no_captured","worker",1
"874","Elpozo",2,"Erica scoparia","Bombus terrestris","focal","no_captured","worker",1
"875","Elpozo",2,"Erica scoparia","Andrena sp","focal","no_captured","female",1
"876","Elpozo",2,"Ulex australis","Platynochaetus setosus","focal","BF415","female",3
"877","Elpozo",2,"Rosmarinus officinalis","Empis morpho1","focal","BF387","male",3
"878","Elpozo",2,"Rosmarinus officinalis","Anthophora dispar","focal","BF599","male",2
"879","Elpozo",2,"Spartium junceum","Apis mellifera","focal","no_captured","worker",1
"880","Elpozo",2,"Cistus ladanifer","Andrena sp","focal","no_captured","male",1
"881","Aznalcazar",2,"Asphodelus fistulosus","Nomada succincta","focal","no_captured","female",1
"882","Aznalcazar",2,"Asphodelus fistulosus","Eucera elongatula","focal","BF713","male",1
"883","Aznalcazar",2,"Asphodelus fistulosus","Apis mellifera","focal","no_captured","worker",1
"884","Aznalcazar",2,"Lavandula stoechas","Eucera sp","focal","no_captured","male",1
"885","Aznalcazar",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"886","Aznalcazar",2,"Lavandula stoechas","Eucera sp","focal","no_captured","male",1
"887","Aznalcazar",2,"Cistus ladanifer","Dasypoda crassicornis","focal","no_captured","female",1
"888","Aznalcazar",2,"Cistus ladanifer","Myathropa florea","focal","BF433","male",NA
"889","Aznalcazar",2,"Cistus salvifolius","Dasypoda crassicornis","focal","no_captured","female",1
"890","Villamanriquesur",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",2
"891","Villamanriquesur",2,"Cistus ladanifer","Oxythyrea funesta","focal","no_captured",NA,4
"892","Villamanriquesur",2,"Cistus ladanifer","Tropinota squalida","focal","no_captured",NA,1
"893","Villamanriqueeste",2,"Cistus ladanifer","Exosoma lusitanicum","focal","no_captured",NA,1
"894","Villamanriqueeste",2,"Cistus ladanifer","Dasypoda crassicornis","focal","no_captured","female",1
"895","Villamanriqueeste",2,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"896","Villamanriqueeste",2,"Cistus salvifolius","Empis sp","focal","no_captured",NA,1
"897","Villamanriqueeste",2,"Lavandula stoechas","Eucera hispaliensis","focal","BF545","male",1
"898","Villamanriqueeste",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"899","Villamanriqueeste",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",7
"900","Pinodelcuervo",2,"Cistus ladanifer","Lasioglossum sp","focal","PERDIDO","female",1
"901","Pinodelcuervo",2,"Lavandula stoechas","Callophrys rubi","focal","BF677","female",1
"902","Pinodelcuervo",2,"Lavandula stoechas","Leptotes pirithous","focal","BF672","male",1
"903","Pinodelcuervo",2,"Lavandula stoechas","Lasioglossum sexnotatum","focal","BF60","male",1
"904","PinaresdeHinojos",2,"Spartium junceum","Lasioglossum sp","focal","no_captured","female",1
"905","PinaresdeHinojos",2,"Spartium junceum","Syrphidae NA","focal","no_captured",NA,1
"906","PinaresdeHinojos",2,"Diplotaxis virgata","Bombylius morpho2","out","BF359","female",2
"907","CotitodeSantaTeresa",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"908","CotitodeSantaTeresa",2,"Lavandula stoechas","Ceratina cucurbitina","focal","BF183","male",5
"909","CotitodeSantaTeresa",2,"Astragalus lusitanicus","Anthophora dispar","focal","BF609","female",1
"910","CotitodeSantaTeresa",2,"Astragalus lusitanicus","Anthophora hispanica","focal","no_captured",NA,3
"911","CotitodeSantaTeresa",2,"Cistus albidus","Lasioglossum sp","focal","PERDIDO","female",1
"912","CotitodeSantaTeresa",2,"Cistus salvifolius","Dasypoda crassicornis","focal","BF268","female",1
"913","CotitodeSantaTeresa",2,"Cistus salvifolius","Bombylius morpho2","focal","BF362","female",2
"914","Lasmulas",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",3
"915","Lasmulas",2,"Lavandula stoechas","Empis testacea","focal","PERDIDO",NA,1
